id,longitude,latitude,path,url,borough,source
850224522240849,-73.721246883746,40.734558083746,./data/all/Queens/850224522240849.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_vmpETVROgFLg3wI-YiN4Dx7O-KP-m-pvMyzsa69-rGC31z3c-9frJdNY91sVmPnlmOzvO1I2Vi5ApAV-4f3ypjEA9H34Hu-laQt0w4kv7rGM4AS-6NgtGpC4AAfvKnKDqt7vRqXFuvO74dEobwWA?stp=s2048x1536&ccb=10-5&oh=00_AfAX1Tl2DbngPlBuo_Evbteh1cbW2QYo3fZaF9oWLOjHow&oe=656B92AD&_nc_sid=201bca,Queens,Mapillary
307338041025836,-73.955285865389,40.766573804642,./data/all/Manhattan/307338041025836.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9kyXZX_w6hY5T3Z0L333E7sLxOEemeAPp6u2c_kDjETLBVSdByb0pda3g3caHM73cUCSoAHiRmjYN7_pQ9myF3eT_2nHyZdzjvD54F912bXXFAZ4YRQf0vZMgQiEccO5VU9nRsbwRdXhKDiNHPsQ?stp=s2048x1536&ccb=10-5&oh=00_AfDM1wN4XB_8uv4RGm4WSkv6pLHr32Sid3u8Zt2p6ybuKg&oe=656B94DA&_nc_sid=201bca,Manhattan,Mapillary
978835666189094,-73.941512824105,40.676555347145,./data/all/Brooklyn/978835666189094.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8IdvVSbt9BOyTWBpb1B5gpc-cBV0CcoP_GCRwdR1pcJJu-HPQ-A-2iZ-Y-qaQOwJja-ZCar5T3XUIUhfjUm0u4jYI98rLpNnuj9UBO1rS0X4AgTBQ4ovzkTLZXigA96oL-Xi4oun_wVn_zKXh1gG0?stp=s2048x1536&ccb=10-5&oh=00_AfA2-Lswvkub2WKdzIx-kGxSt-fkGQVhsOcPufXXFpVClQ&oe=656BAD0A&_nc_sid=201bca,Brooklyn,Mapillary
525140398482137,-73.870557972565,40.830727202942,./data/all/Bronx/525140398482137.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_eH9YJDjn1AsvLbuAnbfIO0MxLNbYuAeb1aUpA1iv34HkvmfW3nCMMZlXhJ74S65y8AeJjjFZhuk9qCraDZIVkahSo4SJz9zqUMNY0IieOO5_-PasZuw2Isxes0IsmXOgRrAbmPp7VQIUe5r36_A?stp=s2048x1536&ccb=10-5&oh=00_AfBsA1zzCcmekYzml10U_SHvQco7C9CDqDAUuhJFx04S-A&oe=656BA2AC&_nc_sid=201bca,Bronx,Mapillary
118529470683336,-73.77046665923893,40.74597822592635,./data/all/Queens/118529470683336.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.74598,-73.77047&heading=169&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
84169933361691,-73.80860600632134,40.7682665687551,./data/all/Queens/84169933361691.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.76827,-73.80861&heading=241&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
558770605001643,-73.7818620555636,40.68208764093791,./data/all/Queens/558770605001643.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.68209,-73.78186&heading=194&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
558209192869837,-73.83586530045456,40.72171756737064,./data/all/Queens/558209192869837.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.72172,-73.83587&heading=353&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
463630941811366,-73.87604509013211,40.68312352825951,./data/all/Brooklyn/463630941811366.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.68312,-73.87605&heading=85&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Brooklyn,Google Maps
1262301460935099,-73.91910896,40.58413618,./data/all/Brooklyn/1262301460935099.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9fsu4rqtZACLLXUrbdLgoxz0FHMcVAxXFiJPCu1kuMIDSkIprJ3apqH1tTwFDXmhzVXDRAv48UtTYhm4ZLO8xITIaSH9ddojwEDVkJcioL4Qv7Yo_RXrkOzBwzL_E6GXgyrvxD30HMpTzkeDjuXnk?stp=s2048x1536&ccb=10-5&oh=00_AfDvhipn58vF-SkCy-Ap57_bjd0-KAp_3MkyuIzGrjjRXA&oe=656B820A&_nc_sid=201bca,Brooklyn,Mapillary
368689193270523,-73.90924140535898,40.59407851478878,./data/all/Brooklyn/368689193270523.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.59408,-73.90924&heading=4&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Brooklyn,Google Maps
32395818936697,-73.84647746854458,40.667637980816096,./data/all/Queens/32395818936697.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.66764,-73.84648&heading=169&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
2554799771483377,-73.853447287676,40.826902168196,./data/all/Bronx/2554799771483377.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_c3jFNwHjM3oC_rcKN__PHF1U4D_P5WGItl-ERXL4jWDVQ0CVxloXFRxQVufYb-dF88-HVwqdiuIrwiYSn0AgFEffYv-ozyI0AxwHmzAef6eQWUJX-HoiwY5AKr0G8jQg4mDVpAJOD9Nlv_cVqzw?stp=s2048x1152&ccb=10-5&oh=00_AfCgiJEU2Wv-sstwV5HvkcI6JOjnzzsWNtuIPFY2y5Qe_g&oe=656B898A&_nc_sid=201bca,Bronx,Mapillary
564385744550235,-73.870766832035,40.858925232035,./data/all/Bronx/564385744550235.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8uF79aYXVk9quovulSGw5NaW2LHnfONeQABRWBrSg9mY1WCU43mB_fdL5uIUuqe-FZtwMUupQ2Fs1K9tmD4ZG4MQegAXiDynpz7A3RuDUlLLmjUcQpMtF8KYdt4QcofY_PHF8NF-V6MP5fh6uKRA?stp=s2048x1228&ccb=10-5&oh=00_AfCuKCpo8CM_tD3Ooz1ByhbysyixmUjXtP3JFtnzEpkv4Q&oe=656B90CB&_nc_sid=201bca,Bronx,Mapillary
1371462169889582,-73.860581,40.826216,./data/all/Bronx/1371462169889582.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8GZmFrfYuCu11OSopLJ1Zzb6HDYFqZSmLroFTzLDT5XTEbEFmgDF5ufku12hSyHq3_lA-nDyg_Wf1iVC0hmdgH8gwCiLSubgh7t2W7wTM29gte6nlNVMf9ioEH84xecA2PulsWoPxmQSFadf4blQ?stp=s2048x1529&ccb=10-5&oh=00_AfAvM2X9d9ex8hThDfd2QanXwpwbAuCD8XgIP3pOYuXdVQ&oe=656B9EEC&_nc_sid=201bca,Bronx,Mapillary
521115027674141,-74.19998305481455,40.55333342836516,./data/all/Staten Island/521115027674141.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.55333,-74.19998&heading=205&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Staten Island,Google Maps
859798894278807,-73.8231014584168,40.72512172140101,./data/all/Queens/859798894278807.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.72512,-73.82310&heading=55&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
2838696049737825,-73.793840939636,40.746424096923,./data/all/Queens/2838696049737825.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_PDVBfd8DsCkh9DArdDvjdg40RDsP9KMoK1llamMODKTeoNmpNvtKpB8KjSeLrHwRSMzmL05dlNdPn-6vlKSy7aFkZclRo59Rk6F_I-yeJIQsgfM8ye3xmgzTjBTR9LgOBEA9k8EpwRQ94038Fzw?stp=s2048x1536&ccb=10-5&oh=00_AfA3mBkDRUW6AseutBTUpqhyE_-8fBDRKPfpcy5lznYFXQ&oe=656BA6C9&_nc_sid=201bca,Queens,Mapillary
1584336718622343,-73.928088053278,40.677211208608,./data/all/Brooklyn/1584336718622343.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_J6I68RC5EFyhXR1spTrYl-HerIUZZmc8N3w_G79slYJ24FKbUbDRs1uSxeEV64Sbmtvs47iWI74yyyISq169gf3Y7pQ2kgOVL8034Su3pFWF7pCF6IpW6eumSq7Beb36EBaVjxMr_gnsUDMm53Qw?stp=s2048x1536&ccb=10-5&oh=00_AfCZQdW2bxiyWTqSjFUaFQxHuKjiAOSfRsjGtPTyPiHStQ&oe=656BAD93&_nc_sid=201bca,Brooklyn,Mapillary
315013736923982,-73.830472,40.829067,./data/all/Bronx/315013736923982.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9OLZ0MgDe3ULqAeWajGV4g8xQG4iqmKTtLqypTy0RUg27V-VnAN8x7wWHmUvcTFe3FrB00PXqEXBjrlcUDaJoboEuVKPVQL6CRWmoejRNqQX3uP5EVdnBkNEXkbM60maZdvVh3iwDdQJDIgGz_ZWc?stp=s2048x1536&ccb=10-5&oh=00_AfAE-OJKZJ-qK9XtxsTtfEoD-l618cXU8-xmUPx4hSGKsw&oe=656BB632&_nc_sid=201bca,Bronx,Mapillary
4794112623938858,-73.910185,40.801182,./data/all/Bronx/4794112623938858.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9lLCpPQWnNIHocCXejPiZbpvfSPO8LP591SelSP_6j5Sfa97s7lgIhnF67roPW4X3rRxjcwJy51AhwwRru-QwjhxKXbAMkZYXnHA6gMaygTHWRiP9QV_W2HTtYHd3AUXuU95pEHkGvnItGYWhQ5Q?stp=s2048x1536&ccb=10-5&oh=00_AfANK5HIax7aO7JrLP6_bC13FQUP3BuXLcAHVR5ojv-hSw&oe=656BBC77&_nc_sid=201bca,Bronx,Mapillary
527596234924849,-73.773534121198,40.748282896729,./data/all/Queens/527596234924849.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_QPtaqRkgXoH4QNdNcL72jHRnmW4xUBRF-Ff2m23z_-LQh1gFqGHc8GVBl2V0Da25P4QosQZS1Vd8iICyd-hXS5WT0JHpCsFlr-QzqJhA8Vl9n5n2ZQQYZ26mmE0Gq36RXWwWSjdrvho68L91vmg?stp=s2048x1152&ccb=10-5&oh=00_AfCpC2pwae7SjfjWZ-SoJIt-5pWR502rH5MPKr2JHPiXLw&oe=656B95D7&_nc_sid=201bca,Queens,Mapillary
3837007319743452,-73.83959291177,40.709873464009,./data/all/Queens/3837007319743452.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-mOqufQSA_wVtJ3dUnJesLMocZEKpDhn8WFm39lH0rU8YfLIBOWK4Vl6RbBU-uJNUAoVgnpOpljEgeiXzcCpzYy9JV6akGEJZudaef1KyqZGmD3A2Y7wMQ0AHxRAPoCkPtPG-QOpsQbDud68mCNw?stp=s2048x1152&ccb=10-5&oh=00_AfBgFqOKECz4m8jQ2Lh4ujwRfCZOW0w83tpt6BuDa5tNfA&oe=656BA2B4&_nc_sid=201bca,Queens,Mapillary
1412219539122643,-73.8909847,40.702307,./data/all/Queens/1412219539122643.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_bBnIqcZ5Xv1Fmi80QyT8j0TMWjvxwyD67doJjk9g2bbV34LgD2yjLvDTumk3Ej1O4BNtZm0daMNQDO_5bIoDQnbNFyrvdB2QDJ-Nj0UEewHz9TRKANUL9QzKAdg7OhTufNYtCCTN1R77WKT_XbA?stp=s2048x1536&ccb=10-5&oh=00_AfBdmk_Zjv0nro9L-9cenMSk0QnQ0wWYIxlA_F8_h5Sh6A&oe=656BAAD3&_nc_sid=201bca,Queens,Mapillary
963376933111695,-74.17247606675282,40.5490208470436,./data/all/Staten Island/963376933111695.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.54902,-74.17248&heading=18&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Staten Island,Google Maps
847923158508794,-73.91809992825671,40.68320751787336,./data/all/Brooklyn/847923158508794.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.68321,-73.91810&heading=224&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Brooklyn,Google Maps
344459573689680,-73.929319,40.70277,./data/all/Brooklyn/344459573689680.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9vm0YOpgfcrVs3FD9I79Nk2o5whltSfm3hJVfnRaqKkk2SSiXJ3gn8vKde42Hb4o0q06ZNokVJtHBN3iQjDS08Hg7HIsuYBQcZIbpdFWnldXTaLJL_Guzss7UfndFe4jLYJGbeQ3Nrp17pY8F1wr0?stp=s2048x1536&ccb=10-5&oh=00_AfDe5ZahuyukUsH04cp7nNfUv8LQyQKbLJYKfYNoPTpphw&oe=656B8010&_nc_sid=201bca,Brooklyn,Mapillary
314925000153978,-73.929285894611,40.76385858982,./data/all/Queens/314925000153978.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-XC4V8CBeTc4gjrcogLeFbjq9KfepWdsndZMc3B1whB1jrshy3e7xRJjc_MiQ4JeeEYPdW2SvGzJAKlFADxuJjHBAvT5qvRSZPZ7wPuXxrl8Vqyx6EtMUuzYftPG6Wq13d57TRjKP0hNGaP1jsLps?stp=s2048x1536&ccb=10-5&oh=00_AfAhr-pOBE2yP4p3B0EWnqyYVv2m2fTlTjoJiejgzBIuPQ&oe=656B8031&_nc_sid=201bca,Queens,Mapillary
1408780966188113,-73.928174246002,40.87394271636,./data/all/Manhattan/1408780966188113.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_in0Y5nZP4yWb-zAu-OvUCNCnvzf6WFMu6t4jkyyrqfEtBlXyvpMf9RG0g5B7psBBuoRd6kEP4SpI4cf0DL-pPU1uDpViBPG8Jh-51tv-GGceDW2UmMXLky4DMC6UwuiuOhsapr2HftENw1tUNpQ?stp=s2048x1152&ccb=10-5&oh=00_AfBeC6dCeQnc4Bh5jcA-m2W7UavxjyG8jzYgm8qAa-2Tyw&oe=656B8CD9&_nc_sid=201bca,Manhattan,Mapillary
34921678998641,-73.82485799418453,40.67802694436539,./data/all/Queens/34921678998641.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.67803,-73.82486&heading=167&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
142483307908490,-73.941157,40.585442,./data/all/Brooklyn/142483307908490.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8o3f0VTzhhhhr7FnM_0o9Tz3XVuIqGvrCL0FXHisXLs8rfC7mPEEtLApgXvwIJPytsCDuHurGNHPnaWYyxgggq-D_tv6LpbDldsm_OVFSxaf895Pw_9I9-ah0qHzZtESYPexE-_y-RRVn04rXBYQ?stp=s2048x1536&ccb=10-5&oh=00_AfDaWkKTOwzETUQ-6rPjKlJIYF8dsI4m_LHsaZXjLYS_iw&oe=656B864D&_nc_sid=201bca,Brooklyn,Mapillary
322716415867810,-73.94174735571,40.68500374141,./data/all/Brooklyn/322716415867810.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-feEXN3k00eDtaVQoLq4IbUqJ3DBJD8s8CIx1UPJuvz4hyCTmP7Iq-D8ZcQzWCN3XVIk4U2AqFE4YgGK3TzGG1mpihNEdjP3LTqLUJBauYqKC7W5FLVZA0Hf3MUqhy4TT5GybPvdQM1ssLQ8Z_5w?stp=s2048x1536&ccb=10-5&oh=00_AfAoE8ez9lXbEFiWLZgETlSbaS2ZhKqEvmX_txrCMxBNIw&oe=656BA8FB&_nc_sid=201bca,Brooklyn,Mapillary
656565593759911,-73.84264628170608,40.90150658997791,./data/all/Bronx/656565593759911.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.90151,-73.84265&heading=304&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Bronx,Google Maps
170365708341427,-73.793051,40.736637,./data/all/Queens/170365708341427.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-Pvr_aYRD1RL9I8jE_TXpd6xLXmt1Wgy2I4zJlcQyKgA4tHeGxdlQRFfA_X6-5tYObnsqVZIcYuw3jlpAK4XTH8rLyroOw3T2PNkrZPf7V-cIDMnpfRFFMbhff9yjkRlnSJL366re8JvgCz2l41g?stp=s2048x1536&ccb=10-5&oh=00_AfAwOBR6LMlX40x7BQbE26heU5yCvljb51q9ebZ6OjXAWQ&oe=656B8A33&_nc_sid=201bca,Queens,Mapillary
542515844991997,-73.85707999635066,40.74680288609133,./data/all/Queens/542515844991997.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.74680,-73.85708&heading=247&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Queens,Google Maps
147272767367531,-73.958252,40.707866,./data/all/Brooklyn/147272767367531.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8-Ez5d0BdqgxRMaMv3BrFEE9gxMk8-ms26ZRjXYti9VmqMbZtpmYGbyvEgZcLAD4zTQvE9cMgpGOcHE5YvoKGd4SHNZU75ojaJHvjq210SqYfKidayv0k5hWUBCzW_kiZEFiATxTcpnNrCgI4m25s?stp=s2048x1536&ccb=10-5&oh=00_AfCIVXMYOpSpofIyP19eynTAunbVwj36nIeWcQi9Z2RHHw&oe=656B82F3&_nc_sid=201bca,Brooklyn,Mapillary
850028175897356,-73.79086790033,40.663015934598,./data/all/Queens/850028175897356.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-gUZbxRIWfa2bgqBjeC4M_esHtRorl9lGf897dJzn5IcfwRTSjqt28201Rzvg0Uf3AlrtPKc_iV8L0mtwFMFGaMYxm0DUlCdEmqPbc-sLOdMuurW0C5RINb4Ad7MFUWa6f4XqJeAA60XEa_ZdvmA?stp=s2048x1152&ccb=10-5&oh=00_AfCdmOPB-hCP32WpOrEmPZn1MA9wVF8kj0HszDGnov5NJA&oe=656B8FFE&_nc_sid=201bca,Queens,Mapillary
3993650017377886,-73.8316512316,40.7672808146,./data/all/Queens/3993650017377886.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9ivaCtj5joOJB_OsAI5eYgWrdlPJVFoyjuItcAplNt37VoiJdM3QkR5C3Ks8-xyS6g2Pfl5EhjGxFu4e0olM7kaT7adXjcv9fNSGsuWmrEWKzYuzxhb1BhIkwxPRFQFQvXs3U2zM2FHQws7NYrFw?stp=s2048x1228&ccb=10-5&oh=00_AfDQS0KhJjsT6AXmpgKCm14ty0iAzrgHOwnupkM0aXCIQA&oe=656B8585&_nc_sid=201bca,Queens,Mapillary
193191486006617,-73.916443076316,40.863335423684,./data/all/Manhattan/193191486006617.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_7g6po3DCEW1sK0tmYTeNMVdBNb16hBrqGcoF-uSkXGYcsxos4cYrClkUb6mjeiGqH6dz0565ROXBfeJrPSp9wwLaHQ2Ov1kR3mL31wCFY1dfInbyj2Yx4FGJR5PQEwNS3bWqfjSoXGdrB1MkaeQ?stp=s2048x1536&ccb=10-5&oh=00_AfDLy2WdHjKiwXKLvp1SpfA2KmiA_xUt0Zni8mqOlx57wQ&oe=656BB985&_nc_sid=201bca,Manhattan,Mapillary
531056496577296,-73.92967774055819,40.66269779112216,./data/all/Brooklyn/531056496577296.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.66270,-73.92968&heading=295&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Brooklyn,Google Maps
30429404240216,-73.97607141861363,40.75291997092349,./data/all/Manhattan/30429404240216.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.75292,-73.97607&heading=97&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Manhattan,Google Maps
918653812251045,-73.977199784263,40.696351804216,./data/all/Brooklyn/918653812251045.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_HZwxVfQ5LtlXm5dXvn9ZECe-KdgC6qHlkunOq10Hzyv98K1fYZ-zrC0glZlKHQstse8K17-mt6DIrA7S0-6vf4SD6SAsaopnxYcXpEZUS68Y_OHgkfoCbYfh-4NQaMqCplCZSvi3veOTDlEuP5A?stp=s2048x1152&ccb=10-5&oh=00_AfCjtVWlMltT4Y-MToJgqxh0JmErdQMf-TJjmqHnXNDOpw&oe=656B9F39&_nc_sid=201bca,Brooklyn,Mapillary
166831396772351,-73.90808502142738,40.64261567773061,./data/all/Brooklyn/166831396772351.jpg,"https://maps.googleapis.com/maps/api/streetview?location=40.64262,-73.90809&heading=28&radius=50&size=640x640&return_error_code=true&key=AIzaSyCkVRadz7YwHu98tIGQvl-LIWILdEs3i_4",Brooklyn,Google Maps
299544718382409,-73.909248,40.689414,./data/all/Brooklyn/299544718382409.jpg,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-98BYseymei9cFD5ZOGZAOJkQqOPIOUtNXYprwLfiAH6spc6HMUgo8L3EQTd8gimd62GGQfhpYCN-Mu2VFkbBfL2Uy8tNIpc3ciyetvMG2xf3rTG0hRUPio-A6SmZp7Ldm81ywayMFNr_qssQj2A?stp=s2048x1536&ccb=10-5&oh=00_AfBvOYSr_-p4VL4gxrDLL3zRBwUuBAT0SPvZNL1gCU-I3g&oe=656B989F&_nc_sid=201bca,Brooklyn,Mapillary
